"","Bad","Behavior_Score_Bins","Good_Customer_Score_Bins","Quarterly_Fico_Score_Bins","Credit_Limit","Utility_Bins","Opening_Balance_Bins","Ending_Balance_Bins","Net_Purchases_During_Cycle","Net_Payments_During_Cycle","Months_On_Book"
"3418","0","[670, Inf)","[820, Inf)","[650, Inf)",325,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,30,18
"3421","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",74,40,18
"3422","0","[600,670)","[750,820)","[550,642)",400,"[0.5,1)","[228,347)","[299, Inf)",0,25,18
"3424","0","[670, Inf)","[750,820)","[650, Inf)",300,"[0.5,1)","[141,228)","[131,242)",74,50,18
"3425","0","[600,670)","[700,750)","[650, Inf)",300,"[0.5,1)","[228,347)","[242,299)",0,26,18
"3427","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0,0.5)","[141,228)","[-Inf,131)",0,151,18
"3428","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",21,30,18
"3429","0","[670, Inf)","[750,820)","[650, Inf)",400,"[0.5,1)","[-Inf,141)","[131,242)",199,62,18
"3430","1","[600,670)","[700,750)","[-Inf,550)",325,"[0.5,1)","[228,347)","[299, Inf)",18,25,18
"3433","0","[670, Inf)","[820, Inf)","[550,642)",500,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,45,18
"3434","0","[670, Inf)","[750,820)","[-Inf,550)",325,"[0.5,1)","[228,347)","[131,242)",20,100,18
"3437","0","[600,670)","[750,820)","[550,642)",275,"[0.5,1)","[228,347)","[131,242)",0,25,18
"3440","0","[600,670)","[700,750)","[650, Inf)",300,"[0.5,1)","[228,347)","[242,299)",44,75,18
"3441","0","[600,670)","[700,750)","[650, Inf)",350,"[1, Inf)","[228,347)","[299, Inf)",39,25,18
"3442","1","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",44,65,18
"3447","0","[670, Inf)","[820, Inf)","[650, Inf)",275,"[0,0.5)","[-Inf,141)","[-Inf,131)",68,149,18
"3449","1","[600,670)","[-Inf,700)","[-Inf,550)",325,"[1, Inf)","[347, Inf)","[299, Inf)",140,150,18
"3455","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,100,18
"3457","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,25,18
"3460","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[131,242)",0,166,18
"3461","0","[600,670)","[700,750)","[550,642)",800,"[0.5,1)","[347, Inf)","[299, Inf)",33,30,18
"3462","0","[670, Inf)","[820, Inf)","[-Inf,550)",275,"[0,0.5)","[-Inf,141)","[-Inf,131)",126,133,18
"3463","0","[600,670)","[820, Inf)","[550,642)",300,"[0.5,1)","[228,347)","[131,242)",7,50,18
"3464","0","[600,670)","[700,750)","[650, Inf)",250,"[1, Inf)","[228,347)","[242,299)",30,40,18
"3465","0","[670, Inf)","[820, Inf)","[-Inf,550)",325,"[0,0.5)","[-Inf,141)","[-Inf,131)",30,50,18
"3472","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",0,25,17
"3476","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",18,30,17
"3480","0","[600,670)","[700,750)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,7,17
"3489","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[242,299)",0,25,17
"3497","0","[600,670)","[700,750)","[550,642)",300,"[0,0.5)","[228,347)","[-Inf,131)",123,299,17
"3499","0","[670, Inf)","[750,820)","[550,642)",325,"[0.5,1)","[228,347)","[131,242)",1,50,17
"3500","0","[670, Inf)","[750,820)","[650, Inf)",450,"[0.5,1)","[347, Inf)","[299, Inf)",31,60,17
"3501","0","[670, Inf)","[820, Inf)","[650, Inf)",275,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,96,17
"3503","0","[600,670)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",4,40,17
"3506","1","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",28,25,17
"3507","0","[600,670)","[700,750)","[550,642)",275,"[0.5,1)","[141,228)","[242,299)",40,25,17
"3509","0","[670, Inf)","[750,820)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",16,35,17
"3511","0","[670, Inf)","[820, Inf)","[650, Inf)",275,"[0.5,1)","[228,347)","[242,299)",262,235,17
"3513","0","[600,670)","[820, Inf)","[-Inf,550)",400,"[0.5,1)","[-Inf,141)","[131,242)",105,25,17
"3516","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",90,200,17
"3518","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0,0.5)","[141,228)","[-Inf,131)",28,65,17
"3521","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",133,162,17
"3523","0","[670, Inf)","[820, Inf)","[642,650)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",26,50,17
"3524","0","[670, Inf)","[700,750)","[642,650)",250,"[0.5,1)","[-Inf,141)","[131,242)",272,175,17
"3525","0","[600,670)","[700,750)","[550,642)",275,"[1, Inf)","[228,347)","[242,299)",37,25,17
"3527","0","[670, Inf)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",62,50,17
"3531","1","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,85,17
"3532","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,191,17
"3537","0","[670, Inf)","[820, Inf)","[-Inf,550)",300,"[0,0.5)","[228,347)","[-Inf,131)",141,396,17
"3538","0","[600,670)","[700,750)","[550,642)",375,"[1, Inf)","[228,347)","[299, Inf)",258,200,17
"3543","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",12,25,17
"3544","0","[600,670)","[700,750)","[-Inf,550)",200,"[0.5,1)","[-Inf,141)","[-Inf,131)",85,100,17
"3546","1","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",5,25,17
"3547","0","[600,670)","[820, Inf)","[550,642)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,78,17
"3548","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",30,35,17
"3550","0","[670, Inf)","[750,820)","[-Inf,550)",400,"[0.5,1)","[228,347)","[299, Inf)",0,50,17
"3551","0","[670, Inf)","[820, Inf)","[550,642)",275,"[0,0.5)","[-Inf,141)","[-Inf,131)",122,120,17
"3552","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,50,17
"3554","0","[600,670)","[750,820)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",52,60,17
"3557","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",0,60,17
"3559","1","[600,670)","[820, Inf)","[550,642)",325,"[0,0.5)","[141,228)","[-Inf,131)",16,250,17
"3562","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",69,7,17
"3563","0","[670, Inf)","[820, Inf)","[-Inf,550)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,8,17
"3565","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[-Inf,141)","[131,242)",85,40,17
"3570","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,31,17
"3573","0","[600,670)","[750,820)","[550,642)",400,"[0.5,1)","[228,347)","[242,299)",0,25,17
"3576","0","[600,670)","[700,750)","[642,650)",300,"[0.5,1)","[228,347)","[242,299)",19,25,17
"3577","0","[600,670)","[700,750)","[-Inf,550)",600,"[0.5,1)","[347, Inf)","[299, Inf)",0,30,17
"3579","1","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",14,25,17
"3581","1","[670, Inf)","[750,820)","[-Inf,550)",425,"[0.5,1)","[228,347)","[299, Inf)",103,100,17
"3585","0","[600,670)","[820, Inf)","[550,642)",200,"[0,0.5)","[-Inf,141)","[-Inf,131)",74,100,17
"3588","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,183,17
"3592","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",30,25,17
"3594","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",45,80,17
"3595","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",56,60,17
"3600","1","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",0,25,17
"3603","0","[600,670)","[750,820)","[650, Inf)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,163,17
"3607","0","[600,670)","[750,820)","[642,650)",550,"[0.5,1)","[347, Inf)","[299, Inf)",20,35,17
"3610","0","[600,670)","[750,820)","[650, Inf)",350,"[0.5,1)","[228,347)","[242,299)",0,35,17
"3611","1","[600,670)","[750,820)","[550,642)",350,"[0,0.5)","[228,347)","[131,242)",148,338,17
"3612","1","[600,670)","[-Inf,700)","[-Inf,550)",350,"[0.5,1)","[141,228)","[299, Inf)",172,30,17
"3616","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",79,100,16
"3617","0","[600,670)","[700,750)","[550,642)",350,"[1, Inf)","[347, Inf)","[299, Inf)",18,30,16
"3619","0","[600,670)","[700,750)","[550,642)",325,"[0.5,1)","[228,347)","[242,299)",0,50,16
"3620","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",57,25,16
"3623","0","[670, Inf)","[820, Inf)","[650, Inf)",200,"[0,0.5)","[-Inf,141)","[-Inf,131)",133,100,16
"3626","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[141,228)","[242,299)",137,32,16
"3629","0","[600,670)","[700,750)","[-Inf,550)",400,"[1, Inf)","[347, Inf)","[299, Inf)",0,25,16
"3631","0","[600,670)","[750,820)","[550,642)",325,"[0.5,1)","[228,347)","[242,299)",5,30,16
"3634","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",0,50,16
"3637","0","[600,670)","[700,750)","[550,642)",450,"[1, Inf)","[141,228)","[299, Inf)",314,50,16
"3639","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",0,25,16
"3645","0","[600,670)","[750,820)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",19,30,16
"3654","0","[600,670)","[700,750)","[-Inf,550)",300,"[1, Inf)","[228,347)","[299, Inf)",36,30,16
"3656","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,16
"3659","0","[600,670)","[700,750)","[650, Inf)",325,"[1, Inf)","[141,228)","[299, Inf)",393,231,16
"3662","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,27,16
"3663","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",90,161,16
"3665","0","[600,670)","[700,750)","[550,642)",325,"[0.5,1)","[228,347)","[299, Inf)",7,25,16
"3666","1","[670, Inf)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,41,16
"3669","0","[600,670)","[700,750)","[550,642)",200,"[0.5,1)","[141,228)","[131,242)",11,30,16
"3670","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",102,200,16
"3672","0","[600,670)","[700,750)","[-Inf,550)",400,"[0.5,1)","[347, Inf)","[299, Inf)",10,25,16
"3678","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,60,16
"3680","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",43,50,16
"3685","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",66,30,16
"3691","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",8,50,16
"3692","0","[600,670)","[700,750)","[550,642)",200,"[0.5,1)","[-Inf,141)","[131,242)",214,100,16
"3695","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",13,25,16
"3718","0","[600,670)","[820, Inf)","[550,642)",325,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,50,16
"3722","1","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,60,16
"3727","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",37,25,16
"3730","0","[670, Inf)","[820, Inf)","[550,642)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",223,200,16
"3735","0","[670, Inf)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",2,35,16
"3738","0","[600,670)","[700,750)","[550,642)",275,"[0.5,1)","[228,347)","[131,242)",0,25,16
"3741","1","[600,670)","[750,820)","[-Inf,550)",200,"[1, Inf)","[141,228)","[131,242)",51,35,16
"3742","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,75,15
"3747","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[0,0.5)","[228,347)","[-Inf,131)",0,288,15
"3755","0","[600,670)","[700,750)","[-Inf,550)",350,"[1, Inf)","[347, Inf)","[299, Inf)",25,30,15
"3756","0","[670, Inf)","[700,750)","[550,642)",275,"[0.5,1)","[-Inf,141)","[131,242)",284,214,15
"3757","1","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,50,15
"3758","1","[600,670)","[700,750)","[550,642)",325,"[1, Inf)","[228,347)","[299, Inf)",37,25,15
"3760","0","[670, Inf)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",48,35,15
"3761","1","[600,670)","[-Inf,700)","[-Inf,550)",200,"[1, Inf)","[228,347)","[131,242)",43,89,15
"3763","0","[600,670)","[820, Inf)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",0,25,15
"3765","1","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,50,15
"3768","1","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[242,299)",172,155,15
"3780","0","[670, Inf)","[700,750)","[650, Inf)",425,"[0.5,1)","[347, Inf)","[299, Inf)",5,50,15
"3781","0","[600,670)","[750,820)","[-Inf,550)",325,"[0.5,1)","[228,347)","[242,299)",0,30,15
"3782","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",235,288,15
"3784","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",20,35,15
"3785","0","[670, Inf)","[700,750)","[650, Inf)",400,"[0.5,1)","[-Inf,141)","[299, Inf)",393,25,15
"3790","0","[600,670)","[700,750)","[-Inf,550)",200,"[0.5,1)","[228,347)","[131,242)",31,87,15
"3792","1","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",20,63,15
"3793","1","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,39,15
"3794","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",13,35,15
"3795","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,15
"3796","1","[670, Inf)","[750,820)","[650, Inf)",400,"[0.5,1)","[228,347)","[299, Inf)",35,25,15
"3798","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,15,15
"3802","0","[600,670)","[700,750)","[550,642)",350,"[1, Inf)","[228,347)","[299, Inf)",126,75,15
"3809","0","[670, Inf)","[750,820)","[642,650)",400,"[0.5,1)","[228,347)","[242,299)",15,100,15
"3812","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,25,15
"3815","0","[600,670)","[750,820)","[650, Inf)",350,"[0.5,1)","[-Inf,141)","[242,299)",261,37,15
"3822","0","[600,670)","[700,750)","[-Inf,550)",200,"[1, Inf)","[141,228)","[131,242)",36,25,15
"3823","0","[600,670)","[820, Inf)","[550,642)",200,"[0,0.5)","[-Inf,141)","[-Inf,131)",19,130,15
"3825","1","[600,670)","[-Inf,700)","[-Inf,550)",200,"[1, Inf)","[228,347)","[131,242)",27,50,15
"3826","1","[600,670)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[131,242)",0,60,15
"3830","0","[600,670)","[750,820)","[-Inf,550)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,70,15
"3835","1","[670, Inf)","[700,750)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",19,150,15
"3839","0","[670, Inf)","[750,820)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",37,100,15
"3842","1","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",27,75,15
"3843","1","[600,670)","[-Inf,700)","[550,642)",300,"[1, Inf)","[228,347)","[299, Inf)",90,75,15
"3844","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0.5,1)","[-Inf,141)","[131,242)",157,100,15
"3845","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,50,15
"3847","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,30,15
"3849","0","[600,670)","[750,820)","[650, Inf)",300,"[0.5,1)","[141,228)","[131,242)",0,25,15
"3850","1","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",0,25,15
"3851","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",75,78,15
"3853","1","[600,670)","[750,820)","[-Inf,550)",350,"[0.5,1)","[228,347)","[131,242)",320,340,15
"3861","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[131,242)",0,75,15
"3868","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,25,15
"3870","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",4,32,15
"3875","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",250,180,15
"3876","0","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,50,15
"3883","0","[600,670)","[750,820)","[650, Inf)",275,"[0.5,1)","[141,228)","[131,242)",29,46,15
"3886","0","[600,670)","[750,820)","[550,642)",400,"[0.5,1)","[228,347)","[242,299)",25,50,15
"3888","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0,0.5)","[141,228)","[-Inf,131)",89,220,15
"3892","1","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",134,245,14
"3893","0","[600,670)","[700,750)","[-Inf,550)",325,"[0.5,1)","[228,347)","[242,299)",35,50,14
"3895","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,25,14
"3897","0","[600,670)","[700,750)","[650, Inf)",400,"[1, Inf)","[347, Inf)","[299, Inf)",30,45,14
"3899","0","[600,670)","[750,820)","[642,650)",325,"[0.5,1)","[228,347)","[242,299)",-31,40,14
"3900","1","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",25,33,14
"3901","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",42,125,14
"3904","0","[600,670)","[700,750)","[550,642)",200,"[0,0.5)","[-Inf,141)","[-Inf,131)",51,85,14
"3905","0","[600,670)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,75,14
"3906","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",0,25,14
"3908","0","[600,670)","[700,750)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",4,100,14
"3909","0","[600,670)","[700,750)","[642,650)",400,"[0.5,1)","[347, Inf)","[299, Inf)",13,40,14
"3914","0","[600,670)","[700,750)","[550,642)",300,"[1, Inf)","[228,347)","[299, Inf)",42,36,14
"3916","0","[600,670)","[700,750)","[550,642)",275,"[0.5,1)","[228,347)","[131,242)",0,25,14
"3918","0","[670, Inf)","[820, Inf)","[550,642)",450,"[0,0.5)","[141,228)","[131,242)",0,35,14
"3919","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",40,166,14
"3922","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0.5,1)","[228,347)","[131,242)",76,100,14
"3924","0","[670, Inf)","[820, Inf)","[-Inf,550)",400,"[0,0.5)","[141,228)","[131,242)",0,50,14
"3932","0","[600,670)","[820, Inf)","[550,642)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,50,14
"3934","0","[600,670)","[750,820)","[-Inf,550)",325,"[0.5,1)","[228,347)","[242,299)",19,25,14
"3936","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,135,14
"3937","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",20,40,14
"3938","0","[600,670)","[700,750)","[550,642)",275,"[0,0.5)","[-Inf,141)","[-Inf,131)",234,325,14
"3940","0","[600,670)","[700,750)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",10,25,14
"3942","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[347, Inf)","[242,299)",0,100,14
"3943","0","[600,670)","[820, Inf)","[-Inf,550)",200,"[0.5,1)","[141,228)","[131,242)",0,50,14
"3945","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",25,25,14
"3947","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[141,228)","[-Inf,131)",76,125,14
"3948","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[347, Inf)","[131,242)",155,273,14
"3951","1","[600,670)","[-Inf,700)","[-Inf,550)",300,"[0.5,1)","[228,347)","[131,242)",0,157,14
"3955","0","[600,670)","[700,750)","[-Inf,550)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",402,843,14
"3961","1","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,14
"3965","0","[600,670)","[750,820)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",27,79,14
"3972","1","[600,670)","[820, Inf)","[550,642)",325,"[0,0.5)","[347, Inf)","[-Inf,131)",0,250,14
"3973","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0.5,1)","[347, Inf)","[242,299)",280,368,14
"3975","0","[670, Inf)","[750,820)","[-Inf,550)",350,"[0.5,1)","[228,347)","[242,299)",0,50,14
"3977","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",16,37,14
"3982","0","[600,670)","[700,750)","[650, Inf)",300,"[0.5,1)","[228,347)","[242,299)",16,50,14
"3987","1","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",0,25,14
"3988","0","[600,670)","[820, Inf)","[550,642)",400,"[0,0.5)","[141,228)","[131,242)",22,100,14
"3991","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[228,347)","[-Inf,131)",0,341,14
"3992","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0.5,1)","[141,228)","[131,242)",0,25,14
"3996","1","[600,670)","[700,750)","[550,642)",750,"[0.5,1)","[347, Inf)","[299, Inf)",0,30,14
"3997","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",6,40,14
"3999","0","[600,670)","[700,750)","[650, Inf)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,14
"4001","0","[600,670)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,60,14
"4002","1","[670, Inf)","[820, Inf)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",450,515,14
"4003","0","[600,670)","[700,750)","[550,642)",300,"[1, Inf)","[228,347)","[299, Inf)",27,35,14
"4008","0","[600,670)","[700,750)","[-Inf,550)",275,"[0.5,1)","[228,347)","[242,299)",13,26,14
"4010","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[131,242)",0,45,14
"4015","0","[670, Inf)","[750,820)","[550,642)",325,"[0.5,1)","[-Inf,141)","[131,242)",143,30,14
"4016","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[141,228)","[-Inf,131)",94,220,14
"4017","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[228,347)","[-Inf,131)",45,254,14
"4020","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0.5,1)","[347, Inf)","[299, Inf)",348,494,14
"4023","0","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",24,75,14
"4027","0","[600,670)","[700,750)","[-Inf,550)",400,"[0.5,1)","[228,347)","[299, Inf)",41,50,14
"4033","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",18,66,14
"4034","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",6,58,14
"4035","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[347, Inf)","[131,242)",0,150,14
"4036","0","[600,670)","[750,820)","[642,650)",450,"[0.5,1)","[-Inf,141)","[299, Inf)",300,25,14
"4038","0","[600,670)","[700,750)","[642,650)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,45,14
"4041","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,85,13
