"","Bad","Behavior_Score_Bins","Good_Customer_Score_Bins","Quarterly_Fico_Score_Bins","Credit_Limit","Utility_Bins","Opening_Balance_Bins","Ending_Balance_Bins","Net_Purchases_During_Cycle","Net_Payments_During_Cycle","Months_On_Book"
"2828","0","[600,670)","[820, Inf)","[550,642)",425,"[1, Inf)","[347, Inf)","[299, Inf)",97,100,23
"2830","0","[670, Inf)","[750,820)","[550,642)",550,"[0,0.5)","[-Inf,141)","[242,299)",477,300,23
"2832","0","[670, Inf)","[820, Inf)","[-Inf,550)",350,"[0,0.5)","[141,228)","[131,242)",0,50,23
"2838","0","[670, Inf)","[820, Inf)","[550,642)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",57,40,23
"2840","1","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",35,25,23
"2842","0","[600,670)","[700,750)","[-Inf,550)",350,"[1, Inf)","[347, Inf)","[299, Inf)",44,50,23
"2845","0","[600,670)","[750,820)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",0,40,23
"2847","1","[600,670)","[-Inf,700)","[550,642)",350,"[1, Inf)","[347, Inf)","[299, Inf)",0,50,23
"2848","0","[600,670)","[700,750)","[550,642)",200,"[0.5,1)","[141,228)","[131,242)",14,25,23
"2849","0","[670, Inf)","[700,750)","[550,642)",325,"[0.5,1)","[228,347)","[242,299)",20,75,23
"2852","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",0,25,23
"2853","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,50,23
"2857","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,25,23
"2858","0","[600,670)","[-Inf,700)","[550,642)",200,"[1, Inf)","[228,347)","[131,242)",16,100,23
"2859","0","[670, Inf)","[820, Inf)","[642,650)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",1,0,23
"2861","0","[670, Inf)","[820, Inf)","[-Inf,550)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",67,7,23
"2862","0","[670, Inf)","[820, Inf)","[550,642)",200,"[0,0.5)","[-Inf,141)","[-Inf,131)",74,20,23
"2867","1","[600,670)","[820, Inf)","[-Inf,550)",350,"[0.5,1)","[228,347)","[131,242)",0,100,23
"2869","0","[670, Inf)","[750,820)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,30,23
"2870","0","[670, Inf)","[820, Inf)","[-Inf,550)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,75,23
"2871","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",4,25,23
"2872","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",0,25,23
"2875","0","[670, Inf)","[700,750)","[650, Inf)",350,"[0.5,1)","[228,347)","[242,299)",0,50,23
"2876","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,96,23
"2878","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,35,23
"2880","0","[670, Inf)","[820, Inf)","[650, Inf)",325,"[0.5,1)","[-Inf,141)","[131,242)",215,0,23
"2884","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",20,25,23
"2888","0","[600,670)","[750,820)","[650, Inf)",350,"[0.5,1)","[228,347)","[299, Inf)",23,36,23
"2889","1","[600,670)","[820, Inf)","[-Inf,550)",275,"[0.5,1)","[141,228)","[131,242)",0,51,23
"2890","1","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,48,23
"2893","0","[600,670)","[750,820)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",4,25,23
"2895","0","[600,670)","[820, Inf)","[550,642)",250,"[0,0.5)","[228,347)","[-Inf,131)",4,174,23
"2898","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,23
"2901","0","[670, Inf)","[820, Inf)","[550,642)",400,"[0.5,1)","[228,347)","[242,299)",0,30,23
"2902","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",20,30,23
"2904","0","[600,670)","[700,750)","[650, Inf)",450,"[1, Inf)","[347, Inf)","[299, Inf)",35,50,23
"2907","0","[600,670)","[-Inf,700)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,23
"2918","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[-Inf,141)","[131,242)",188,6,22
"2920","0","[600,670)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,260,22
"2923","0","[670, Inf)","[750,820)","[642,650)",375,"[0.5,1)","[228,347)","[299, Inf)",43,25,22
"2926","1","[600,670)","[700,750)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,22
"2927","0","[670, Inf)","[700,750)","[642,650)",500,"[0.5,1)","[347, Inf)","[299, Inf)",31,61,22
"2930","0","[600,670)","[700,750)","[550,642)",300,"[1, Inf)","[228,347)","[299, Inf)",25,34,22
"2935","0","[670, Inf)","[750,820)","[-Inf,550)",350,"[0.5,1)","[228,347)","[242,299)",277,270,22
"2943","0","[670, Inf)","[700,750)","[650, Inf)",350,"[0.5,1)","[228,347)","[299, Inf)",35,25,22
"2945","1","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",0,37,22
"2946","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",16,25,22
"2949","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",162,235,22
"2951","0","[600,670)","[-Inf,700)","[-Inf,550)",325,"[0.5,1)","[347, Inf)","[242,299)",0,100,22
"2954","0","[600,670)","[700,750)","[-Inf,550)",200,"[0.5,1)","[-Inf,141)","[131,242)",59,40,22
"2958","0","[600,670)","[750,820)","[550,642)",350,"[0,0.5)","[228,347)","[131,242)",0,140,22
"2960","0","[670, Inf)","[750,820)","[-Inf,550)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,22
"2964","0","[600,670)","[700,750)","[550,642)",500,"[0.5,1)","[347, Inf)","[299, Inf)",0,26,22
"2965","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,50,22
"2966","0","[670, Inf)","[750,820)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",5,50,22
"2967","0","[670, Inf)","[750,820)","[550,642)",325,"[0.5,1)","[141,228)","[242,299)",73,25,22
"2968","0","[670, Inf)","[700,750)","[650, Inf)",300,"[0.5,1)","[228,347)","[242,299)",148,134,22
"2971","0","[670, Inf)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",40,40,22
"2974","0","[600,670)","[700,750)","[650, Inf)",250,"[0.5,1)","[141,228)","[242,299)",49,40,22
"2975","0","[600,670)","[750,820)","[650, Inf)",350,"[0.5,1)","[228,347)","[242,299)",0,25,22
"2976","0","[600,670)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[131,242)",0,36,22
"2981","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[228,347)","[-Inf,131)",0,134,22
"2986","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",3,25,22
"2988","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",53,25,22
"2991","0","[670, Inf)","[820, Inf)","[550,642)",400,"[0,0.5)","[141,228)","[131,242)",0,50,22
"2992","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,22
"2996","0","[600,670)","[820, Inf)","[650, Inf)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,50,22
"2998","0","[600,670)","[700,750)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",5,50,22
"2999","0","[670, Inf)","[820, Inf)","[642,650)",475,"[0,0.5)","[-Inf,141)","[-Inf,131)",142,277,22
"3002","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0,0.5)","[-Inf,141)","[131,242)",43,25,22
"3003","1","[600,670)","[700,750)","[-Inf,550)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,121,22
"3006","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",48,25,22
"3008","0","[670, Inf)","[820, Inf)","[-Inf,550)",325,"[0,0.5)","[-Inf,141)","[-Inf,131)",65,50,22
"3009","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,25,22
"3016","1","[600,670)","[820, Inf)","[550,642)",300,"[0,0.5)","[228,347)","[-Inf,131)",0,352,22
"3019","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",0,50,22
"3021","0","[670, Inf)","[750,820)","[550,642)",500,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,22
"3022","0","[600,670)","[820, Inf)","[550,642)",500,"[1, Inf)","[347, Inf)","[299, Inf)",50,25,22
"3024","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0.5,1)","[228,347)","[131,242)",0,50,22
"3028","0","[670, Inf)","[750,820)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",232,248,22
"3034","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,36,21
"3046","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,50,21
"3051","0","[600,670)","[700,750)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",9,50,21
"3053","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,60,21
"3055","0","[600,670)","[700,750)","[-Inf,550)",400,"[0.5,1)","[228,347)","[242,299)",0,25,21
"3057","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0.5,1)","[141,228)","[131,242)",5,25,21
"3058","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[141,228)","[242,299)",74,25,21
"3061","1","[670, Inf)","[700,750)","[550,642)",375,"[0.5,1)","[347, Inf)","[299, Inf)",37,50,21
"3062","0","[670, Inf)","[750,820)","[650, Inf)",300,"[0.5,1)","[228,347)","[242,299)",43,50,21
"3063","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[1, Inf)","[347, Inf)","[299, Inf)",47,105,21
"3064","0","[600,670)","[-Inf,700)","[550,642)",500,"[0.5,1)","[347, Inf)","[299, Inf)",16,25,21
"3066","0","[600,670)","[700,750)","[650, Inf)",350,"[0.5,1)","[228,347)","[299, Inf)",22,25,21
"3068","0","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",64,111,21
"3070","1","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",4,45,21
"3076","0","[670, Inf)","[750,820)","[650, Inf)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,60,21
"3077","0","[600,670)","[700,750)","[-Inf,550)",300,"[1, Inf)","[228,347)","[299, Inf)",33,25,21
"3079","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",32,25,21
"3080","0","[600,670)","[700,750)","[-Inf,550)",300,"[1, Inf)","[228,347)","[299, Inf)",66,25,21
"3083","1","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[-Inf,141)","[131,242)",173,25,21
"3084","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",101,50,21
"3089","0","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,116,21
"3091","1","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,25,21
"3094","0","[670, Inf)","[750,820)","[642,650)",400,"[0.5,1)","[228,347)","[242,299)",0,25,21
"3096","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[131,242)",51,55,21
"3097","0","[600,670)","[750,820)","[550,642)",450,"[0.5,1)","[228,347)","[299, Inf)",165,50,21
"3098","0","[600,670)","[820, Inf)","[550,642)",300,"[0,0.5)","[141,228)","[131,242)",0,35,21
"3106","1","[600,670)","[700,750)","[650, Inf)",350,"[1, Inf)","[228,347)","[299, Inf)",30,25,21
"3108","0","[670, Inf)","[750,820)","[550,642)",325,"[0.5,1)","[141,228)","[131,242)",0,35,21
"3109","0","[600,670)","[750,820)","[-Inf,550)",325,"[0.5,1)","[228,347)","[242,299)",0,30,21
"3113","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,50,21
"3114","0","[600,670)","[750,820)","[550,642)",750,"[0.5,1)","[347, Inf)","[299, Inf)",44,100,21
"3115","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",38,50,21
"3117","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0.5,1)","[228,347)","[131,242)",10,25,21
"3118","1","[600,670)","[-Inf,700)","[550,642)",200,"[1, Inf)","[228,347)","[131,242)",0,50,21
"3119","0","[670, Inf)","[700,750)","[642,650)",400,"[0.5,1)","[347, Inf)","[242,299)",221,314,20
"3120","0","[670, Inf)","[700,750)","[642,650)",250,"[0.5,1)","[141,228)","[131,242)",85,100,20
"3125","0","[600,670)","[820, Inf)","[550,642)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,20
"3129","0","[670, Inf)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",29,45,20
"3130","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",9,30,20
"3132","0","[600,670)","[750,820)","[-Inf,550)",300,"[0.5,1)","[141,228)","[131,242)",231,166,20
"3134","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,7,20
"3140","0","[670, Inf)","[750,820)","[550,642)",200,"[0,0.5)","[141,228)","[-Inf,131)",36,192,20
"3141","0","[600,670)","[700,750)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",48,40,20
"3144","0","[600,670)","[700,750)","[550,642)",350,"[1, Inf)","[228,347)","[299, Inf)",35,25,20
"3145","0","[670, Inf)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,30,20
"3146","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[242,299)",15,30,20
"3147","0","[670, Inf)","[700,750)","[550,642)",500,"[0.5,1)","[347, Inf)","[299, Inf)",0,30,20
"3149","1","[670, Inf)","[750,820)","[550,642)",200,"[0.5,1)","[141,228)","[-Inf,131)",131,178,20
"3150","1","[600,670)","[700,750)","[-Inf,550)",300,"[1, Inf)","[228,347)","[299, Inf)",22,25,20
"3151","0","[600,670)","[700,750)","[650, Inf)",350,"[1, Inf)","[347, Inf)","[299, Inf)",41,48,20
"3152","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",55,30,20
"3155","0","[670, Inf)","[820, Inf)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",70,100,20
"3156","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",240,250,20
"3163","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",45,45,20
"3165","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",2,25,20
"3166","0","[670, Inf)","[700,750)","[650, Inf)",350,"[0.5,1)","[-Inf,141)","[299, Inf)",350,176,20
"3171","0","[670, Inf)","[700,750)","[550,642)",600,"[0.5,1)","[347, Inf)","[299, Inf)",102,100,20
"3173","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[141,228)","[131,242)",0,26,20
"3176","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",18,50,20
"3180","0","[670, Inf)","[750,820)","[-Inf,550)",350,"[0.5,1)","[228,347)","[242,299)",0,30,20
"3181","1","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",0,25,20
"3189","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",26,30,20
"3190","0","[670, Inf)","[750,820)","[-Inf,550)",325,"[0.5,1)","[228,347)","[131,242)",0,50,20
"3195","0","[670, Inf)","[700,750)","[550,642)",500,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,20
"3197","1","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",296,325,20
"3199","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,35,20
"3200","0","[600,670)","[700,750)","[642,650)",350,"[1, Inf)","[228,347)","[299, Inf)",46,25,20
"3203","0","[670, Inf)","[750,820)","[650, Inf)",275,"[0.5,1)","[228,347)","[131,242)",161,225,20
"3207","0","[600,670)","[700,750)","[550,642)",200,"[0.5,1)","[141,228)","[131,242)",2,32,20
"3210","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",47,80,20
"3211","0","[600,670)","[750,820)","[550,642)",275,"[0,0.5)","[228,347)","[-Inf,131)",0,291,20
"3212","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[228,347)","[-Inf,131)",10,300,20
"3213","0","[600,670)","[750,820)","[550,642)",200,"[0.5,1)","[141,228)","[131,242)",16,25,20
"3214","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",12,25,20
"3218","0","[670, Inf)","[700,750)","[550,642)",400,"[0.5,1)","[228,347)","[299, Inf)",40,50,20
"3219","0","[670, Inf)","[820, Inf)","[550,642)",450,"[0.5,1)","[228,347)","[299, Inf)",144,100,20
"3221","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",31,40,19
"3225","0","[600,670)","[820, Inf)","[650, Inf)",375,"[0,0.5)","[141,228)","[131,242)",32,25,19
"3226","0","[600,670)","[700,750)","[550,642)",500,"[1, Inf)","[347, Inf)","[299, Inf)",36,25,19
"3228","0","[670, Inf)","[820, Inf)","[550,642)",400,"[0,0.5)","[141,228)","[-Inf,131)",107,246,19
"3229","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0.5,1)","[141,228)","[131,242)",47,50,19
"3232","0","[670, Inf)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",254,272,19
"3235","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",357,404,19
"3236","0","[600,670)","[820, Inf)","[650, Inf)",250,"[0.5,1)","[-Inf,141)","[131,242)",217,33,19
"3238","0","[670, Inf)","[700,750)","[550,642)",200,"[0.5,1)","[-Inf,141)","[131,242)",64,25,19
"3242","1","[600,670)","[700,750)","[642,650)",350,"[1, Inf)","[347, Inf)","[299, Inf)",112,132,19
"3244","0","[600,670)","[820, Inf)","[550,642)",250,"[0,0.5)","[228,347)","[-Inf,131)",0,271,19
"3247","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,40,19
"3254","0","[600,670)","[750,820)","[550,642)",400,"[0.5,1)","[228,347)","[242,299)",0,75,19
"3255","0","[600,670)","[820, Inf)","[642,650)",250,"[0,0.5)","[228,347)","[-Inf,131)",13,186,19
"3256","0","[600,670)","[750,820)","[-Inf,550)",275,"[0.5,1)","[228,347)","[131,242)",0,25,19
"3258","0","[600,670)","[700,750)","[550,642)",275,"[0,0.5)","[228,347)","[-Inf,131)",0,314,19
"3259","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,7,19
"3261","0","[600,670)","[700,750)","[650, Inf)",350,"[0.5,1)","[228,347)","[299, Inf)",5,25,19
"3263","0","[600,670)","[750,820)","[-Inf,550)",200,"[1, Inf)","[141,228)","[131,242)",139,100,19
"3264","0","[670, Inf)","[700,750)","[-Inf,550)",750,"[0.5,1)","[347, Inf)","[299, Inf)",77,100,19
"3266","0","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",16,40,19
"3269","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,36,19
"3272","0","[670, Inf)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",36,35,19
"3273","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",27,50,19
"3274","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[131,242)",9,110,19
"3277","0","[670, Inf)","[750,820)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",0,50,19
"3279","1","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",0,25,19
"3281","0","[670, Inf)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",75,50,19
"3282","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,19
"3287","0","[670, Inf)","[820, Inf)","[-Inf,550)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,24,19
"3290","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[242,299)",80,25,19
"3291","0","[670, Inf)","[750,820)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",6,35,19
"3292","0","[670, Inf)","[820, Inf)","[-Inf,550)",400,"[0.5,1)","[141,228)","[131,242)",59,50,19
"3294","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",18,25,19
"3296","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",20,25,19
"3298","0","[600,670)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",47,2,19
"3303","0","[670, Inf)","[820, Inf)","[-Inf,550)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,88,19
"3305","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,80,19
"3308","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",8,25,19
"3311","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0.5,1)","[141,228)","[131,242)",0,50,19
"3313","0","[600,670)","[820, Inf)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",11,50,19
"3314","0","[600,670)","[700,750)","[550,642)",275,"[0.5,1)","[228,347)","[242,299)",48,111,19
"3315","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",16,30,19
"3319","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0,0.5)","[141,228)","[-Inf,131)",74,229,19
"3321","0","[670, Inf)","[750,820)","[550,642)",375,"[0.5,1)","[228,347)","[242,299)",23,45,19
"3322","0","[600,670)","[700,750)","[650, Inf)",525,"[0.5,1)","[141,228)","[299, Inf)",301,25,19
"3325","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,50,19
"3328","0","[600,670)","[700,750)","[650, Inf)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,19
"3331","0","[600,670)","[700,750)","[550,642)",275,"[1, Inf)","[228,347)","[242,299)",55,25,19
"3333","0","[600,670)","[700,750)","[550,642)",375,"[0.5,1)","[347, Inf)","[299, Inf)",25,25,19
"3334","0","[670, Inf)","[750,820)","[650, Inf)",300,"[0.5,1)","[228,347)","[131,242)",0,50,19
"3338","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,100,19
"3340","1","[600,670)","[700,750)","[-Inf,550)",400,"[0.5,1)","[347, Inf)","[299, Inf)",19,25,19
"3341","0","[600,670)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,75,19
"3343","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,54,19
"3344","0","[600,670)","[750,820)","[-Inf,550)",275,"[0,0.5)","[141,228)","[-Inf,131)",41,181,19
"3346","1","[-Inf,600)","[-Inf,700)","[-Inf,550)",300,"[1, Inf)","[347, Inf)","[299, Inf)",0,75,19
"3347","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[-Inf,141)","[242,299)",247,0,19
"3350","1","[600,670)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,50,18
"3351","0","[600,670)","[-Inf,700)","[550,642)",325,"[1, Inf)","[228,347)","[299, Inf)",250,141,18
"3353","0","[600,670)","[700,750)","[550,642)",300,"[1, Inf)","[228,347)","[299, Inf)",30,25,18
"3355","1","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[-Inf,141)","[131,242)",216,121,18
"3356","0","[600,670)","[750,820)","[-Inf,550)",400,"[0.5,1)","[347, Inf)","[299, Inf)",10,25,18
"3358","0","[670, Inf)","[750,820)","[550,642)",200,"[0.5,1)","[-Inf,141)","[131,242)",162,100,18
"3360","0","[600,670)","[750,820)","[650, Inf)",400,"[0.5,1)","[228,347)","[299, Inf)",13,25,18
"3362","0","[600,670)","[700,750)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",19,25,18
"3363","0","[670, Inf)","[750,820)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",24,80,18
"3364","0","[600,670)","[750,820)","[642,650)",300,"[0.5,1)","[141,228)","[131,242)",0,25,18
"3366","0","[600,670)","[700,750)","[550,642)",500,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,18
"3367","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,18
"3368","0","[600,670)","[700,750)","[-Inf,550)",500,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,18
"3373","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",18,30,18
"3374","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",48,70,18
"3380","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,25,18
"3381","0","[600,670)","[700,750)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",14,25,18
"3387","0","[600,670)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,26,18
"3390","0","[600,670)","[750,820)","[650, Inf)",275,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,7,18
"3393","1","[600,670)","[750,820)","[550,642)",200,"[0.5,1)","[141,228)","[-Inf,131)",0,50,18
"3395","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",30,18,18
"3401","1","[600,670)","[-Inf,700)","[650, Inf)",375,"[0.5,1)","[347, Inf)","[299, Inf)",48,100,18
"3403","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",45,25,18
"3405","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",23,25,18
"3414","0","[600,670)","[700,750)","[550,642)",350,"[1, Inf)","[228,347)","[299, Inf)",33,25,18
"3416","0","[670, Inf)","[750,820)","[550,642)",400,"[0.5,1)","[-Inf,141)","[242,299)",273,137,18
