DebtDimId,Months_On_Book,Credit_Limit,Opening_Balance,Ending_Balance,Over_limit_Amount,Actual_Min_Pay_Due,Total_Min_Pay_Due,Net_Payments_During_Cycle,Net_Purchases_During_Cycle,Net_Cash_Advances_During_Cycle,Net_Premier_Fees_Billed_During_C,Net_Behavior_Fees_Billed_During,Net_Concessions_Billed_During_Cy,Quarterly_Fico_Score,Behavior_Score,Good_Customer_Score,Utility,Bad
19294755,13,300,280,324,24,25,49,46,16,0,69,5,0,532,626,702,1.0815,0
19294872,13,300,346,284,0,25,25,121,0,0,55,4,0,520,608,737,0.947133333,0
19295019,13,350,330,353,3,25,28,40,3,0,55,5,0,597,661,748,1.008828571,0
19295260,13,300,203,301,1,25,26,30,68,0,55,4,0,536,644,,1.0019,0
19298431,13,250,206,257,7,25,32,40,33,0,55,3,0,600,636,741,1.02864,0
19300922,13,250,264,288,38,25,63,35,0,0,55,4,0,479,641,708,1.15132,1
19301186,13,250,206,258,8,25,33,50,44,0,55,3,0,490,661,773,1.03292,0
19301559,13,400,319,353,0,25,25,30,0,0,58,5,0,631,663,730,0.882225,0
19303696,13,350,323,370,20,25,45,25,0,0,66,5,0,505,635,719,1.056657143,0
19304609,13,250,63,223,0,25,25,40,143,0,55,2,0,469,625,738,0.89364,0
19306845,13,375,155,298,0,25,25,50,132,0,58,3,0,652,681,853,0.793946667,0
19310101,13,250,384,373,123,25,148,75,0,0,58,6,0,505,591,685,1.49108,1
19310354,13,350,-22,33,0,25,25,0,0,0,55,0,0,609,683,953,0.094285714,0
19310574,13,500,426,585,85,25,110,35,61,0,125,9,0,514,648,685,1.17094,1
19312190,13,250,257,216,0,25,25,100,0,0,55,4,0,555,668,757,0.86444,0
19313140,13,250,280,122,0,25,25,271,47,0,66,1,0,453,624,687,0.48964,0
19313160,13,375,357,373,0,25,25,60,13,0,58,6,0,611,657,885,0.995733333,0
19313387,13,250,203,231,0,25,25,30,0,0,55,3,0,603,658,737,0.92416,0
19313455,13,450,358,478,28,25,53,25,80,0,59,7,0,508,630,719,1.062977778,0
19313671,13,325,330,275,0,25,25,130,14,0,56,5,0,626,668,995,0.846830769,0
19313856,13,250,0,275,25,25,50,50,68,0,17,4,0,511,657,,1.10048,0
19314784,13,300,14,73,0,25,25,14,18,0,55,0,0,615,657,737,0.244166667,0
19315147,13,250,169,211,0,25,25,50,34,0,55,3,0,592,640,748,0.8456,0
19315261,13,375,14,55,0,25,25,14,0,0,55,0,0,657,659,960,0.146666667,0
19315788,13,375,22,315,0,25,25,50,263,0,80,0,0,602,659,723,0.840933333,0
19315979,13,250,135,116,0,25,25,75,0,0,55,2,0,678,650,917,0.46472,0
19316122,13,250,321,318,68,25,93,100,78,0,44,0,25,554,604,671,1.27148,0
19316589,13,525,41,520,0,25,25,130,554,0,55,0,0,575,675,879,0.9904,0
19316781,13,250,153,251,1,25,26,50,90,0,55,4,0,659,657,719,1.00492,0
19317846,13,350,7,55,0,25,25,7,0,0,55,0,0,630,670,973,0.157142857,0
19318291,13,250,103,134,0,25,25,70,44,0,56,2,0,653,643,892,0.53736,1
19318697,13,325,277,336,11,25,36,36,25,0,66,5,0,568,652,712,1.035292308,0
19320548,13,250,234,284,34,25,59,34,25,0,55,4,0,555,640,702,1.13704,0
19321266,13,200,205,258,58,25,83,36,19,0,67,3,0,586,632,686,1.2906,0
19321353,13,200,237,259,59,25,84,87,39,0,67,3,0,547,635,700,1.29425,0
19322176,13,450,7,20,0,20,20,42,0,0,55,0,0,684,686,840,0.044444444,0
19322275,13,275,286,335,60,25,85,36,25,0,55,5,0,621,632,,1.216909091,0
19322587,13,500,489,602,102,25,127,30,0,0,130,12,0,506,629,687,1.20356,1
19322774,13,400,178,435,35,25,60,25,223,0,55,4,0,684,645,776,1.088225,0
19323023,13,350,100,359,9,25,34,100,301,0,58,0,0,642,618,695,1.025257143,0
19323410,13,350,275,309,0,25,25,25,0,0,55,5,0,654,643,728,0.884057143,0
19324041,13,200,118,246,46,25,71,30,99,0,56,3,0,502,626,686,1.23085,0
19324064,13,200,85,56,0,25,25,210,125,0,56,0,0,701,675,833,0.28,0
19324516,12,325,161,197,0,25,25,165,147,0,55,0,0,642,692,924,0.6072,0
19324848,12,250,228,261,11,25,36,61,21,0,68,4,0,524,639,728,1.04332,0
19325264,12,300,89,27,0,25,25,25,-92,0,55,0,0,699,673,,0.090066667,0
19325323,12,250,67,282,32,25,57,59,215,0,55,4,0,559,657,819,1.12796,0
19326409,12,350,304,342,0,25,25,25,0,0,58,5,0,601,626,712,0.977457143,0
19327252,12,450,191,314,0,25,25,191,157,103,58,6,0,557,675,890,0.696977778,0
19328613,12,300,242,336,36,25,61,25,57,0,58,5,0,686,650,853,1.119866667,0
19329069,12,350,298,331,0,25,25,65,39,0,55,4,0,612,670,839,0.947085714,0
19329178,12,350,256,265,0,25,25,50,0,0,55,4,0,540,659,820,0.757942857,0
19329222,12,350,311,306,0,25,25,100,35,0,55,4,0,529,648,757,0.873685714,0
19330652,12,450,142,176,0,25,25,25,0,0,57,2,0,588,666,858,0.390422222,0
19330741,12,400,204,351,0,25,25,25,108,0,59,5,0,580,653,720,0.8772,0
19334685,12,250,69,135,0,25,25,25,23,0,67,1,0,537,643,,0.5382,0
19334702,12,250,215,207,0,25,25,100,32,0,57,4,0,491,675,762,0.8298,0
19335661,12,300,336,356,56,25,81,100,60,0,55,5,0,533,609,665,1.188166667,0
19336148,12,250,234,193,0,25,25,100,0,0,55,4,0,567,676,738,0.77256,0
19338329,12,250,92,135,0,25,25,150,138,0,55,0,0,581,677,,0.53848,0
19339825,12,250,-15,280,30,25,55,0,240,0,55,0,0,559,621,982,1.12164,1
19340924,12,350,355,407,57,25,82,50,21,0,75,6,0,570,613,689,1.162314286,0
19341810,12,250,222,260,10,25,35,80,58,0,57,4,0,567,635,692,1.0404,0
19342367,12,250,286,290,40,25,65,100,46,0,55,4,0,610,615,686,1.16196,0
19343084,12,250,179,239,0,25,25,30,32,0,55,3,0,695,654,739,0.95728,0
19343537,12,250,-21,300,50,25,75,0,264,0,58,0,0,594,626,724,1.20092,0
19343674,12,300,304,359,59,25,84,50,42,0,58,5,0,610,640,736,1.198,0
19344021,12,300,288,247,0,25,25,100,0,0,55,4,0,521,659,776,0.823166667,0
19344558,12,300,305,336,36,25,61,60,31,0,55,5,0,642,639,736,1.120933333,0
19344658,12,275,217,210,0,25,25,100,33,0,57,4,0,647,668,723,0.763418182,0
19344931,12,250,238,298,48,25,73,45,23,0,78,4,0,516,613,671,1.19016,0
19345243,12,400,167,177,0,25,25,50,0,0,57,3,0,632,690,869,0.441725,0
19347282,12,400,182,314,0,25,25,82,153,0,58,4,0,647,668,831,0.785975,0
19347379,12,400,-93,-38,0,0,0,0,0,0,55,0,0,607,639,700,-0.095,0
19347392,12,300,308,352,52,25,77,50,23,0,66,5,0,461,627,704,1.172733333,0
19347508,12,350,302,332,0,25,25,30,0,0,55,5,0,566,667,750,0.948228571,0
19349181,12,325,202,357,32,25,57,125,217,0,58,4,0,569,663,738,1.097507692,0
19350252,12,250,313,293,43,25,68,150,101,0,55,4,29,547,610,717,1.172,0
19352678,12,250,292,302,52,25,77,50,0,0,55,4,0,560,604,675,1.20604,1
19353151,12,350,310,345,0,25,25,25,0,0,55,5,0,515,643,711,0.9864,0
19353425,12,400,20,327,0,25,25,84,336,0,55,0,0,670,679,754,0.817825,0
19355846,12,350,314,344,0,25,25,30,0,0,55,5,0,615,663,743,0.984085714,0
19355913,12,550,462,588,38,25,63,61,20,83,71,13,0,642,652,726,1.069745455,0
19356308,12,275,42,178,0,25,25,42,122,0,57,0,0,492,646,796,0.648836364,0
19358309,12,250,163,192,0,25,25,100,73,0,55,2,0,527,667,732,0.76932,1
19358728,12,250,209,281,31,25,56,25,39,0,55,4,0,475,612,690,1.12572,0
19361835,12,500,470,617,117,25,142,25,30,0,130,12,0,598,644,688,1.23484,0
19362376,12,250,204,292,42,25,67,30,0,42,65,11,0,458,631,702,1.16972,0
19362453,12,250,140,201,0,25,25,25,29,0,55,3,0,627,651,737,0.80472,0
19364366,12,275,229,237,0,25,25,50,0,0,55,4,0,612,620,761,0.863418182,1
19365981,12,250,12,295,45,25,70,20,172,66,55,11,0,589,652,777,1.18124,0
19366655,12,200,47,186,0,25,25,175,258,0,56,0,0,609,678,737,0.93025,0
19367245,12,300,186,219,0,25,25,25,0,0,55,3,0,667,655,,0.7288,0
19367419,12,250,227,260,10,25,35,25,0,0,55,4,0,421,633,714,1.04132,1
19369623,12,300,251,289,0,25,25,50,29,0,55,4,0,613,669,732,0.9624,0
19370364,12,250,87,133,0,25,25,79,69,0,55,1,0,479,689,792,0.53176,0
19372213,12,375,294,388,13,25,38,75,85,0,78,6,0,599,644,721,1.03552,0
19372738,12,350,307,292,0,25,25,100,25,0,55,5,0,507,678,914,0.835057143,0
19372844,12,300,295,352,52,25,77,300,302,0,55,0,0,537,658,849,1.1738,0
19374948,12,350,258,319,0,25,25,25,26,0,55,4,0,659,655,737,0.910971429,0
19375793,12,250,286,296,46,25,71,50,0,0,55,4,0,586,614,698,1.1824,1
19377038,12,250,240,287,37,25,62,25,12,0,55,4,0,593,644,701,1.14656,0
19377224,12,350,370,361,11,25,36,70,0,0,55,6,0,572,615,695,1.030742857,0
19377362,12,350,303,379,29,25,54,25,40,0,55,5,0,650,637,701,1.082314286,0
19377629,12,250,246,281,31,25,56,26,0,0,57,4,0,526,651,708,1.12576,0
19378016,12,275,181,335,60,25,85,120,192,0,78,3,0,531,654,993,1.216581818,0
19378138,12,475,398,393,0,25,25,200,134,0,55,6,0,517,690,708,0.828273684,0
19378671,12,250,259,281,31,25,56,37,0,0,55,4,0,452,642,703,1.12552,1
19380150,12,300,263,300,0,25,25,25,0,0,58,4,0,591,630,716,1.000366667,1
19381102,12,300,279,314,14,25,39,25,0,0,55,5,0,632,641,719,1.0461,0
19382379,12,350,367,402,52,25,77,100,71,0,59,6,0,578,635,684,1.149685714,1
19384237,12,300,253,261,0,25,25,57,4,0,57,4,0,519,628,712,0.871266667,0
19384696,12,350,315,354,4,25,29,25,0,0,58,5,0,494,611,719,1.010628571,0
19386495,12,250,257,287,37,25,62,30,0,0,55,4,0,543,637,699,1.14652,0
19389068,12,300,93,48,0,25,25,100,0,0,55,0,0,627,698,994,0.158466667,0
19389429,12,250,169,279,29,25,54,25,76,0,55,4,0,622,637,706,1.1154,0
19389452,12,300,315,338,38,25,63,40,0,0,58,5,0,480,636,692,1.127766667,0
19391715,12,275,267,301,26,25,51,25,0,0,55,4,0,655,637,706,1.094363636,0
19392066,12,250,7,55,0,25,25,7,0,0,55,0,0,611,651,943,0.22064,0
19394871,12,350,326,356,6,25,31,30,0,0,55,5,0,560,638,730,1.017142857,0
19394901,12,350,351,385,35,25,60,30,0,0,58,6,0,609,640,700,1.099571429,1
19394942,12,300,244,173,0,25,25,200,69,0,57,3,0,515,619,901,0.577833333,1
19396037,12,250,249,298,48,25,73,25,14,0,58,4,0,598,639,695,1.19288,1
19396847,12,250,179,227,0,25,25,0,0,0,48,0,0,0,667,714,0.908,0
19397316,12,250,253,300,50,25,75,75,63,0,55,4,0,444,643,693,1.19856,0
19398094,12,450,454,461,11,25,36,55,0,0,55,7,0,643,650,726,1.025444444,0
19398728,12,275,251,300,25,25,50,30,19,0,55,4,0,603,623,697,1.089418182,0
19400976,12,300,262,344,44,25,69,30,52,0,55,5,0,537,638,692,1.146633333,0
19401893,12,325,142,177,0,25,25,50,27,0,56,2,0,668,686,836,0.545138462,0
19402655,12,300,285,314,14,25,39,30,0,0,55,5,0,464,653,709,1.0481,0
19402854,12,350,442,340,0,25,25,200,38,0,55,6,0,532,595,667,0.971942857,0
19403248,12,350,241,345,0,25,25,50,92,0,58,4,0,584,662,719,0.986857143,0
19403674,12,250,233,274,24,25,49,50,33,0,55,4,0,522,640,692,1.09788,1
19403813,12,250,211,276,26,25,51,25,31,0,55,4,0,590,613,696,1.10256,1
19406106,12,350,356,401,51,25,76,35,20,0,55,6,0,496,638,685,1.146371429,0
19406253,12,300,308,361,61,25,86,40,30,0,58,5,0,577,645,714,1.204633333,0
19406472,12,400,117,133,0,25,25,50,12,0,55,2,0,666,695,818,0.333125,0
19406791,12,250,244,293,43,25,68,248,254,0,55,0,0,591,664,767,1.1704,0
19407487,12,250,160,124,0,25,25,100,11,0,56,2,0,458,683,793,0.49432,0
19409030,12,250,252,274,24,25,49,40,3,0,55,4,0,588,643,705,1.09744,1
19410266,12,250,233,282,32,25,57,36,15,0,66,4,0,604,653,708,1.12844,0
19410999,12,250,193,265,15,25,40,25,39,0,55,4,0,504,638,746,1.0618,0
19412095,12,250,100,55,0,25,25,250,150,0,55,0,0,442,688,934,0.22196,0
19414428,12,300,249,134,0,25,25,300,108,0,77,0,0,503,621,742,0.4472,0
19414855,12,500,433,554,54,25,79,40,20,0,130,11,0,626,653,699,1.10754,0
19416287,12,350,255,345,0,25,25,25,55,0,55,5,0,599,642,716,0.9854,0
19416347,12,350,295,326,0,25,25,75,46,0,55,5,0,643,669,775,0.930771429,0
19418056,12,250,36,256,6,25,31,45,210,0,55,0,0,633,653,717,1.02564,0
19418323,12,250,106,56,0,25,25,106,1,0,55,0,0,550,684,945,0.22436,0
19419981,12,250,244,283,33,25,58,65,31,0,69,4,0,628,646,710,1.13212,0
19420280,12,250,242,303,53,25,78,75,75,0,58,4,0,562,645,692,1.21096,0
19420490,12,300,222,209,0,25,25,150,80,0,55,2,0,597,689,745,0.696333333,0
19421819,12,300,236,247,0,25,25,50,0,0,57,4,0,564,655,766,0.823533333,1
19422086,12,325,96,252,0,25,25,25,103,0,75,2,0,672,665,812,0.774246154,0
19422870,12,400,283,313,0,25,25,30,0,0,55,5,0,672,670,775,0.781325,0
19423880,12,250,199,236,0,25,25,25,4,0,55,3,0,531,647,995,0.94324,0
19424035,12,325,462,424,99,25,124,100,0,0,55,6,0,601,583,672,1.303107692,1
19424931,12,300,242,193,0,25,25,77,-1,0,55,4,30,631,694,819,0.642166667,0
19427018,12,250,200,251,1,25,26,40,0,0,88,3,0,555,643,732,1.00576,0
19429189,12,250,237,284,34,25,59,25,12,0,58,4,0,551,629,,1.13416,0
19431147,12,400,326,361,0,25,25,25,0,0,55,5,0,664,655,731,0.902875,0
19431726,12,350,300,362,12,25,37,25,26,0,55,5,0,594,643,708,1.033685714,1
19431731,12,400,389,376,0,25,25,75,0,0,55,6,0,656,666,730,0.9391,0
19434491,12,250,182,215,0,25,25,25,0,0,55,3,0,529,643,758,0.8608,0
19435969,12,350,7,55,0,25,25,7,0,0,55,0,0,571,656,860,0.157142857,0
19436477,12,300,340,310,10,25,35,90,0,0,55,5,0,591,627,704,1.0334,0
19436936,12,250,54,55,0,25,25,211,157,0,55,0,0,607,698,718,0.22,0
19437222,12,250,182,206,0,25,25,100,65,0,55,3,0,547,635,770,0.82404,0
19439563,12,275,197,273,0,25,25,25,42,0,55,4,0,607,646,722,0.9932,0
19439853,12,500,484,632,132,25,157,30,43,0,125,10,0,601,636,686,1.26328,1
19440528,12,250,18,145,0,25,25,75,139,0,63,0,0,522,686,759,0.57996,0
19441045,12,325,172,290,0,25,25,52,112,0,55,3,0,711,679,712,0.893815385,0
19441460,12,350,348,404,54,25,79,25,20,0,55,6,0,506,635,686,1.154571429,0
19441535,12,350,397,405,55,25,80,100,47,0,55,6,0,663,647,690,1.157714286,0
19441823,12,250,83,107,0,25,25,50,21,0,55,1,0,661,681,882,0.42876,0
19441838,12,350,237,341,0,25,25,75,116,0,58,5,0,566,666,716,0.973457143,0
19443815,12,250,237,276,26,25,51,25,2,0,57,4,0,508,631,707,1.10252,1
19444698,12,325,288,326,1,25,26,25,0,0,58,5,0,598,647,714,1.003323077,0
19444812,12,400,175,209,0,25,25,25,1,0,55,3,0,685,649,844,0.5215,1
19445208,12,350,199,217,0,25,25,50,10,0,55,3,0,542,686,843,0.620085714,0
19445651,12,300,276,276,0,25,25,60,0,0,55,4,0,559,634,737,0.9184,0
19448740,12,600,498,516,0,25,25,50,0,0,60,8,0,679,675,748,0.859183333,0
19448764,12,450,292,333,0,25,25,50,31,0,55,5,0,604,679,749,0.740977778,0
19448771,12,400,306,373,0,25,25,150,157,0,55,5,0,668,679,787,0.93225,0
19450379,12,400,294,443,43,25,68,35,119,0,59,6,0,530,641,694,1.1085,0
19450476,12,275,108,296,21,25,46,40,170,0,55,3,0,632,627,698,1.076581818,0
19450898,12,250,197,55,0,25,25,212,16,0,55,0,0,537,671,936,0.22196,0
19451851,12,250,262,287,37,25,62,37,0,0,58,4,0,560,605,690,1.14756,0
19453564,12,350,240,271,0,25,25,30,0,0,57,4,0,580,656,775,0.775228571,0
19455178,12,250,138,305,55,25,80,80,189,0,55,3,0,532,634,684,1.21916,1
19455641,12,250,241,250,0,25,25,50,0,0,55,3,0,497,611,714,0.99816,0
19457084,12,200,151,193,0,25,25,50,33,0,56,3,0,626,665,794,0.96345,0
19458951,12,500,561,684,184,25,209,200,182,0,131,10,0,569,612,663,1.36768,0
19462950,12,350,323,392,42,25,67,30,39,0,55,5,0,612,651,697,1.121228571,0
19466073,12,200,186,242,42,25,67,50,47,0,56,3,0,512,650,,1.211,0
19467109,12,350,340,375,25,25,50,30,5,0,55,6,0,625,642,703,1.0724,0
19467676,12,500,27,265,0,25,25,30,254,0,13,0,0,663,649,810,0.5298,0
19467914,12,500,484,617,117,25,142,58,18,0,159,12,0,656,647,682,1.23312,0
19469284,12,250,239,272,22,25,47,30,6,0,55,4,0,554,651,708,1.08776,0
19471504,12,325,287,384,59,25,84,50,87,0,55,5,0,552,655,681,1.181261539,0
19472285,12,400,367,436,36,25,61,42,50,0,55,6,0,670,651,,1.09095,0
19472451,12,300,133,308,8,25,33,50,162,0,59,3,0,546,630,709,1.026733333,0
19474738,12,250,180,295,45,25,70,25,71,0,63,6,0,625,633,688,1.17888,0
19474909,12,350,390,304,0,25,25,150,3,0,55,6,0,626,638,723,0.869142857,0
19474963,12,300,345,355,55,25,80,50,0,0,55,5,0,521,614,686,1.1838,1
19475213,12,400,407,465,65,25,90,50,42,0,59,7,0,571,642,685,1.16265,0
19478482,12,400,308,169,0,25,25,225,27,0,55,4,0,456,676,853,0.4213,0
19478918,12,250,380,301,51,25,76,138,0,0,55,4,0,418,595,689,1.20568,1
19479186,12,250,145,299,49,25,74,176,244,0,86,0,0,570,597,686,1.19412,0
19479956,12,350,0,120,0,25,25,0,76,0,55,0,0,489,636,,0.341657143,1
19480633,12,275,186,219,0,25,25,25,0,0,55,3,0,489,661,788,0.795381818,0
19481233,12,250,170,238,0,25,25,25,25,0,63,4,0,643,657,726,0.9502,0
19482798,12,300,257,336,36,25,61,30,47,0,58,5,0,566,645,702,1.120566667,0
19484066,12,275,131,156,0,25,25,30,0,0,55,2,0,577,672,844,0.568836364,0
19484527,12,250,254,288,38,25,63,25,0,0,55,4,0,628,632,692,1.1536,0
19485632,12,350,333,407,57,25,82,40,53,0,55,6,0,653,653,690,1.162971429,1
19486019,12,250,264,300,50,25,75,39,13,0,58,4,0,557,638,693,1.19924,0
19486163,12,250,435,55,0,25,25,375,0,0,55,0,60,522,617,938,0.22,0
19486261,12,250,250,237,0,25,25,74,0,0,57,4,0,601,659,743,0.94952,0
19486736,12,375,377,433,58,25,83,35,30,0,55,6,0,605,647,692,1.154906667,0
19487818,12,300,283,344,44,25,69,25,26,0,55,5,0,551,635,695,1.146733333,1
19487844,12,300,224,326,26,25,51,50,93,0,55,4,0,560,657,703,1.087933333,0
19488693,12,250,237,273,23,25,48,25,0,0,57,4,0,646,635,714,1.09248,0
19490693,12,300,270,300,0,25,25,25,40,0,10,5,0,590,654,714,0.9989,0
19491228,12,375,107,30,0,25,25,324,240,0,7,0,0,708,694,781,0.07944,0
19492073,12,350,267,270,0,25,25,35,27,0,7,4,0,575,673,784,0.7704,1
19493032,12,350,166,171,0,25,25,50,43,0,9,3,0,596,670,774,0.487485714,0
19494397,12,250,249,57,0,25,25,200,0,0,8,1,0,481,638,805,0.22972,0
19494579,12,250,242,56,0,25,25,242,45,0,11,0,0,609,668,,0.22428,0
19494667,12,250,258,234,0,25,25,33,0,0,7,4,0,456,646,767,0.93788,0
19494686,12,250,183,185,0,25,25,0,0,0,2,0,0,0,671,714,0.73852,0
19495265,12,450,422,405,0,25,25,35,0,0,11,7,0,670,667,737,0.899555556,0
19497204,12,325,7,179,0,25,25,62,226,0,9,0,0,649,689,899,0.551876923,0
19497668,12,200,208,210,10,25,35,50,40,0,9,3,0,532,622,725,1.0511,0
19498319,12,300,7,222,0,25,25,50,238,0,27,0,0,552,672,747,0.7416,0
19498919,12,250,222,236,0,25,25,25,28,0,7,4,0,640,653,728,0.9428,0
19499332,12,250,221,236,0,25,25,25,29,0,7,4,0,568,645,753,0.9436,1
19499359,12,250,169,185,0,25,25,60,66,0,7,3,0,563,626,709,0.74152,0
19500910,12,250,245,226,0,25,25,50,0,0,27,4,0,533,639,695,0.90356,0
19502783,12,250,232,259,9,25,34,25,41,0,7,4,0,605,641,718,1.0368,0
19503805,12,300,106,106,0,25,25,40,30,0,8,2,0,629,679,920,0.352133333,0
19504197,12,275,272,257,0,25,25,40,14,0,7,4,0,647,647,708,0.9352,0
19506051,12,250,227,235,0,25,25,36,21,0,20,3,0,571,642,,0.9386,0
19506452,12,250,265,254,4,25,29,50,27,0,7,4,0,579,640,714,1.01616,0
19507053,12,325,341,335,10,25,35,141,124,0,7,4,0,552,634,706,1.029569231,0
19507522,12,350,172,40,0,25,25,160,0,0,27,1,0,565,668,782,0.114028571,0
19507993,12,200,17,11,0,11,11,174,156,0,11,0,0,568,674,728,0.05525,0
19508801,12,300,310,313,13,25,38,50,0,36,7,10,0,686,634,,1.044466667,0
19509584,12,250,102,246,0,25,25,111,237,0,18,0,0,524,633,709,0.98536,1
19509905,12,350,389,339,0,25,25,88,55,0,7,-24,0,615,621,706,0.967314286,0
19509935,12,250,261,259,9,25,34,36,23,0,7,4,0,595,640,,1.0378,0
19512826,12,350,331,329,0,25,25,30,15,0,7,6,0,596,660,731,0.938714286,1
19515670,12,350,320,370,20,25,45,100,115,0,30,5,0,658,651,734,1.0568,0
19521079,12,250,236,254,4,25,29,30,35,0,8,6,0,574,642,708,1.01644,1
19523883,12,450,384,393,0,25,25,25,20,0,7,6,0,512,640,740,0.873177778,0
19524142,12,250,264,170,0,25,25,275,163,0,18,0,0,535,641,711,0.6816,0
19524716,12,350,-66,-159,0,0,0,100,0,0,7,0,0,629,697,932,-0.455228571,0
19525129,12,425,10,-2,0,0,0,184,165,0,7,0,0,670,711,989,-0.004917647,0
19527043,12,250,18,191,0,25,25,20,186,0,7,0,0,674,671,859,0.76376,0
19527333,12,400,79,176,0,25,25,100,190,0,7,0,0,553,690,724,0.439,0
19528348,12,275,256,257,0,25,25,36,23,0,9,5,0,558,663,718,0.934545455,0
19528487,12,850,422,734,0,25,25,100,396,0,7,9,0,665,667,756,0.863623529,0
19530331,12,250,288,171,0,25,25,150,0,0,29,4,0,516,625,739,0.68432,1
19531257,12,250,219,220,0,25,25,25,14,0,9,4,0,642,660,766,0.88096,0
19531294,12,250,282,245,0,25,25,115,45,0,29,4,0,589,651,714,0.9782,1
19531448,12,250,195,253,3,25,28,50,94,0,9,4,0,540,622,705,1.0106,1
19531785,12,300,139,187,0,25,25,54,92,0,7,3,0,632,682,917,0.623,0
19531980,12,450,45,39,0,25,25,25,12,0,7,1,0,660,668,957,0.087622222,0
19532864,12,450,383,394,0,25,25,50,48,0,7,7,0,659,673,781,0.875866667,0
19532996,12,750,697,675,0,25,25,40,0,0,7,12,0,590,661,734,0.900186667,0
19534050,12,275,250,262,0,25,25,39,39,0,7,5,0,484,651,705,0.951636364,1
19535615,12,250,134,16,0,16,16,231,106,0,7,0,0,500,666,747,0.06596,0
19538131,12,250,226,260,10,25,35,25,48,0,7,4,0,550,621,703,1.0406,0
19538577,12,350,67,-93,0,0,0,67,-120,0,27,0,0,684,698,984,-0.265428571,0
19539003,12,400,7,7,0,7,7,7,0,0,7,0,0,571,662,981,0.01765,0
19540972,12,300,301,282,0,25,25,50,0,0,27,4,0,609,663,734,0.941,0
19541700,12,"1,000",883,927,0,28,28,750,775,0,7,12,0,636,656,703,0.927,0
19541940,12,350,80,39,0,25,25,50,0,0,7,1,0,577,687,1000,0.110428571,0
19542031,12,250,225,195,0,25,25,40,0,0,7,4,0,471,618,717,0.78088,0
19546541,11,250,227,180,0,25,25,100,41,0,9,3,0,589,661,745,0.71956,0
19549804,11,250,110,287,37,25,62,30,194,0,10,4,0,588,622,749,1.14968,0
19553517,11,300,253,114,0,25,25,150,0,0,8,4,0,603,691,716,0.381266667,0
19553987,11,400,243,311,0,25,25,375,425,0,18,0,0,612,649,715,0.7775,0
19557193,11,250,248,229,0,25,25,80,54,0,7,4,0,592,668,705,0.91756,0
19559631,11,250,261,261,11,25,36,36,25,0,7,4,0,568,638,692,1.043,0
19561207,11,250,166,147,0,25,25,30,0,0,8,3,0,656,665,830,0.58984,0
19561889,11,250,213,220,0,25,25,50,47,0,7,3,0,492,612,699,0.879,0
19563007,11,250,224,184,0,25,25,61,0,0,18,4,0,634,682,712,0.7368,1
19563425,11,200,14,185,0,25,25,14,176,0,9,0,0,662,647,739,0.9225,0
19564457,11,350,327,315,0,25,25,25,0,0,7,5,0,627,651,730,0.8998,0
19564623,11,300,131,91,0,25,25,61,0,0,19,2,0,568,621,880,0.302766667,0
19565002,11,350,337,312,0,25,25,50,9,0,10,6,0,563,652,706,0.891457143,0
19565920,11,500,492,494,0,25,25,25,0,0,15,12,0,592,641,715,0.9881,0
19565978,11,250,212,36,0,25,25,362,180,0,6,0,0,587,642,732,0.14364,0
19569526,11,375,147,128,0,25,25,35,8,0,7,2,0,607,687,708,0.34144,0
19570157,11,250,171,197,0,25,25,30,46,0,7,3,0,478,637,749,0.78652,1
19570191,11,350,304,281,0,25,25,50,15,0,7,5,0,518,663,735,0.803342857,1
19570453,11,400,410,415,15,25,40,65,42,0,22,6,0,602,618,677,1.037475,0
19571550,11,250,186,204,0,25,25,50,56,0,9,4,0,579,652,702,0.81632,0
19572209,11,250,140,187,0,25,25,50,78,0,18,2,0,444,628,706,0.74916,0
19573224,11,250,251,271,21,25,46,71,78,0,9,4,0,561,636,724,1.08552,0
19573433,11,250,21,220,0,25,25,25,216,0,7,0,0,0,664,,0.87836,0
19575983,11,450,427,451,1,25,26,50,60,0,7,7,0,637,661,733,1.002111111,0
19576222,11,350,7,347,0,25,25,7,337,0,10,0,0,623,641,720,0.991857143,0
19576738,11,275,237,278,3,25,28,100,129,0,7,4,0,609,645,692,1.009272727,0
19577060,11,400,28,156,0,25,25,28,149,0,7,0,0,532,671,983,0.388825,0
19577484,11,250,14,6,0,6,6,14,0,0,7,0,0,656,689,988,0.02368,0
19578420,11,275,222,234,0,25,25,50,40,0,18,4,0,501,649,709,0.851236364,1
19578604,11,250,32,219,0,25,25,35,215,0,9,0,0,522,664,715,0.87624,0
19581716,11,250,33,47,0,25,25,379,386,0,7,0,0,619,676,918,0.188,0
19582021,11,250,105,155,0,25,25,100,140,0,7,2,0,500,648,699,0.62032,1
19582339,11,200,133,165,0,25,25,50,72,0,7,3,0,576,662,742,0.8258,0
19583090,11,350,51,33,0,25,25,25,0,0,7,1,0,633,678,981,0.0956,0
19583292,11,500,393,267,0,25,25,140,0,0,7,6,0,650,680,831,0.5331,0
19585065,11,350,129,112,0,25,25,375,350,0,7,0,0,550,677,705,0.3192,0
19585746,11,275,164,148,0,25,25,25,0,0,7,3,0,660,658,834,0.539054546,0
19586299,11,300,300,281,0,25,25,35,1,0,9,5,0,523,643,692,0.935766667,0
