"","Bad","Behavior_Score_Bins","Good_Customer_Score_Bins","Quarterly_Fico_Score_Bins","Credit_Limit","Utility_Bins","Opening_Balance_Bins","Ending_Balance_Bins","Net_Purchases_During_Cycle","Net_Payments_During_Cycle","Months_On_Book"
"4818","0","[600,670)","[820, Inf)","[550,642)",300,"[0,0.5)","[228,347)","[-Inf,131)",0,259,10
"4819","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[228,347)","[-Inf,131)",114,337,10
"4821","0","[600,670)","[820, Inf)","[642,650)",250,"[0.5,1)","[-Inf,141)","[131,242)",94,25,10
"4822","0","[600,670)","[-Inf,700)","[550,642)",300,"[0.5,1)","[-Inf,141)","[242,299)",444,168,10
"4824","0","[600,670)","[820, Inf)","[550,642)",350,"[0,0.5)","[347, Inf)","[131,242)",0,200,10
"4827","1","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,50,10
"4828","0","[600,670)","[-Inf,700)","[650, Inf)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,10
"4829","0","[600,670)","[-Inf,700)","[-Inf,550)",200,"[0.5,1)","[141,228)","[131,242)",62,50,10
"4831","0","[600,670)","[-Inf,700)","[642,650)",350,"[1, Inf)","[228,347)","[299, Inf)",28,25,10
"4834","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0.5,1)","[-Inf,141)","[131,242)",117,50,10
"4835","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",11,36,10
"4837","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",0,25,10
"4839","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",89,136,10
"4842","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",0,30,10
"4843","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,35,10
"4845","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,10
"4846","0","[670, Inf)","[820, Inf)","[-Inf,550)",350,"[0,0.5)","[-Inf,141)","[131,242)",56,50,10
"4848","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",92,100,10
"4849","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,10
"4850","1","[600,670)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,100,10
"4851","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[-Inf,141)","[131,242)",149,50,10
"4853","0","[670, Inf)","[750,820)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,50,10
"4857","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[-Inf,141)","[131,242)",519,329,10
"4858","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,86,10
"4859","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",0,0,10
"4860","0","[600,670)","[-Inf,700)","[550,642)",450,"[1, Inf)","[347, Inf)","[299, Inf)",445,444,10
"4862","0","[670, Inf)","[-Inf,700)","[-Inf,550)",300,"[0.5,1)","[228,347)","[131,242)",134,195,10
"4863","0","[600,670)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[131,242)",0,150,10
"4865","0","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[-Inf,141)","[131,242)",141,0,10
"4867","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",10,25,10
"4871","0","[670, Inf)","[820, Inf)","[650, Inf)",375,"[0,0.5)","[-Inf,141)","[-Inf,131)",4,7,10
"4872","0","[600,670)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",40,37,10
"4873","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",0,50,10
"4874","0","[600,670)","[700,750)","[642,650)",250,"[0.5,1)","[141,228)","[131,242)",27,30,10
"4875","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[131,242)",32,50,10
"4878","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",0,25,10
"4879","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",57,25,10
"4881","0","[600,670)","[-Inf,700)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",13,32,10
"4882","1","[-Inf,600)","[-Inf,700)","[-Inf,550)",300,"[1, Inf)","[347, Inf)","[299, Inf)",0,50,10
"4884","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",99,107,10
"4886","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",19,60,10
"4887","0","[600,670)","[700,750)","[650, Inf)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,10
"4889","0","[600,670)","[-Inf,700)","[550,642)",1000,"[0.5,1)","[347, Inf)","[299, Inf)",31,100,10
"4892","1","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",47,90,10
"4893","1","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,150,10
"4894","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,111,10
"4895","0","[670, Inf)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",38,75,10
"4897","1","[600,670)","[820, Inf)","[550,642)",250,"[0,0.5)","[228,347)","[-Inf,131)",0,150,10
"4898","0","[600,670)","[750,820)","[550,642)",325,"[0.5,1)","[228,347)","[131,242)",73,200,10
"4902","1","[670, Inf)","[700,750)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",117,188,10
"4903","1","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",131,125,10
"4905","0","[670, Inf)","[700,750)","[550,642)",300,"[0.5,1)","[-Inf,141)","[242,299)",253,125,10
"4906","0","[600,670)","[700,750)","[650, Inf)",300,"[0.5,1)","[228,347)","[242,299)",0,25,10
"4908","1","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[347, Inf)","[242,299)",0,100,10
"4909","1","[-Inf,600)","[-Inf,700)","[-Inf,550)",250,"[1, Inf)","[228,347)","[299, Inf)",1,55,10
"4911","0","[600,670)","[-Inf,700)","[550,642)",200,"[1, Inf)","[141,228)","[131,242)",28,47,10
"4912","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,14,10
"4913","0","[600,670)","[700,750)","[550,642)",325,"[0.5,1)","[228,347)","[242,299)",55,80,10
"4916","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",28,50,10
"4918","0","[670, Inf)","[700,750)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,50,10
"4919","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[-Inf,141)","[131,242)",98,35,10
"4920","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",0,50,10
"4921","0","[600,670)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,45,10
"4923","0","[600,670)","[-Inf,700)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",21,50,10
"4924","0","[670, Inf)","[750,820)","[-Inf,550)",350,"[0,0.5)","[141,228)","[-Inf,131)",0,75,10
"4926","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,25,10
"4927","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",54,25,10
"4929","0","[670, Inf)","[700,750)","[650, Inf)",300,"[0.5,1)","[141,228)","[131,242)",26,50,10
"4930","0","[670, Inf)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[131,242)",454,595,10
"4931","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",68,40,10
"4933","0","[600,670)","[820, Inf)","[642,650)",400,"[0.5,1)","[347, Inf)","[299, Inf)",19,30,9
"4937","0","[600,670)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",36,43,9
"4938","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",79,100,9
"4939","0","[600,670)","[700,750)","[650, Inf)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,50,9
"4941","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[141,228)","[131,242)",83,60,9
"4942","0","[670, Inf)","[700,750)","[642,650)",350,"[0.5,1)","[141,228)","[242,299)",234,200,9
"4943","0","[600,670)","[700,750)","[550,642)",325,"[0.5,1)","[228,347)","[242,299)",10,75,9
"4944","0","[600,670)","[-Inf,700)","[550,642)",500,"[0.5,1)","[347, Inf)","[299, Inf)",86,40,9
"4946","1","[600,670)","[700,750)","[550,642)",350,"[0,0.5)","[347, Inf)","[-Inf,131)",0,365,9
"4947","1","[600,670)","[-Inf,700)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,99,9
"4949","0","[600,670)","[820, Inf)","[550,642)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",163,180,9
"4950","0","[670, Inf)","[-Inf,700)","[550,642)",350,"[0,0.5)","[141,228)","[131,242)",190,200,9
"4951","0","[670, Inf)","[820, Inf)","[-Inf,550)",275,"[0,0.5)","[228,347)","[-Inf,131)",0,150,9
"4952","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[141,228)","[242,299)",79,40,9
"4954","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",0,35,9
"4956","0","[600,670)","[700,750)","[650, Inf)",700,"[0.5,1)","[347, Inf)","[299, Inf)",0,30,9
"4960","0","[600,670)","[700,750)","[642,650)",700,"[0.5,1)","[347, Inf)","[299, Inf)",0,30,9
"4961","0","[670, Inf)","[820, Inf)","[650, Inf)",600,"[0,0.5)","[228,347)","[131,242)",154,200,9
"4964","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",80,50,9
"4965","0","[670, Inf)","[750,820)","[-Inf,550)",325,"[0,0.5)","[141,228)","[-Inf,131)",0,60,9
"4967","0","[600,670)","[-Inf,700)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",5,25,9
"4969","0","[600,670)","[820, Inf)","[550,642)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,9
"4970","0","[600,670)","[700,750)","[550,642)",200,"[0.5,1)","[141,228)","[131,242)",25,30,9
"4971","0","[600,670)","[-Inf,700)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",64,41,9
"4973","0","[600,670)","[820, Inf)","[-Inf,550)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",19,7,9
"4975","0","[670, Inf)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",0,0,9
"4976","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",19,35,9
"4977","0","[600,670)","[700,750)","[-Inf,550)",325,"[0.5,1)","[228,347)","[242,299)",42,75,9
"4978","0","[670, Inf)","[820, Inf)","[550,642)",325,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,30,9
"4981","1","[600,670)","[-Inf,700)","[-Inf,550)",275,"[0.5,1)","[228,347)","[242,299)",0,50,9
"4982","0","[670, Inf)","[700,750)","[550,642)",450,"[0.5,1)","[228,347)","[242,299)",120,150,9
"4983","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[131,242)",127,100,9
"4985","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",46,78,9
"4988","0","[670, Inf)","[700,750)","[650, Inf)",300,"[0.5,1)","[228,347)","[242,299)",44,100,9
"4989","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",2,40,9
"4990","1","[670, Inf)","[750,820)","[550,642)",300,"[0,0.5)","[141,228)","[131,242)",35,70,9
"4992","0","[600,670)","[-Inf,700)","[-Inf,550)",325,"[0.5,1)","[347, Inf)","[299, Inf)",317,548,9
"4993","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",36,50,9
"4994","1","[600,670)","[-Inf,700)","[-Inf,550)",275,"[0,0.5)","[-Inf,141)","[-Inf,131)",140,100,9
"4995","1","[600,670)","[-Inf,700)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",81,150,9
"4996","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",14,30,9
"4997","0","[670, Inf)","[750,820)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",99,112,9
"4999","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",15,30,9
"5001","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",36,25,9
"5002","0","[600,670)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,150,9
"5005","0","[670, Inf)","[-Inf,700)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",78,125,9
"5006","1","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",46,96,9
"5007","1","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",104,40,9
"5011","0","[600,670)","[-Inf,700)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,50,9
"5014","0","[600,670)","[-Inf,700)","[550,642)",350,"[1, Inf)","[347, Inf)","[299, Inf)",23,30,9
"5016","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[1, Inf)","[347, Inf)","[299, Inf)",33,40,9
"5018","0","[670, Inf)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,39,9
"5019","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",410,455,9
"5020","1","[600,670)","[-Inf,700)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",72,40,9
"5021","0","[600,670)","[700,750)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,40,9
"5024","0","[600,670)","[750,820)","[-Inf,550)",300,"[0.5,1)","[141,228)","[131,242)",36,50,9
"5025","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,25,9
"5026","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",24,30,9
"5027","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[141,228)","[242,299)",105,75,9
"5028","0","[600,670)","[-Inf,700)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",101,100,9
"5029","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,27,9
"5030","0","[600,670)","[820, Inf)","[550,642)",350,"[1, Inf)","[347, Inf)","[299, Inf)",23,30,9
"5031","0","[670, Inf)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",79,35,9
"5032","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",52,100,9
"5034","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",18,25,9
"5035","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,30,9
"5036","0","[600,670)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,9
"5038","0","[670, Inf)","[-Inf,700)","[550,642)",350,"[0,0.5)","[141,228)","[-Inf,131)",177,250,9
"5039","0","[670, Inf)","[820, Inf)","[550,642)",325,"[0,0.5)","[-Inf,141)","[-Inf,131)",92,116,9
"5042","0","[600,670)","[-Inf,700)","[550,642)",500,"[0.5,1)","[347, Inf)","[299, Inf)",20,25,9
"5043","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",0,85,9
"5045","0","[600,670)","[-Inf,700)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,9
"5046","0","[600,670)","[-Inf,700)","[550,642)",800,"[0.5,1)","[347, Inf)","[299, Inf)",0,35,9
"5048","0","[600,670)","[-Inf,700)","[550,642)",350,"[1, Inf)","[347, Inf)","[299, Inf)",42,50,9
"5049","0","[600,670)","[700,750)","[650, Inf)",350,"[0.5,1)","[228,347)","[242,299)",0,50,9
"5050","0","[600,670)","[750,820)","[-Inf,550)",300,"[0.5,1)","[141,228)","[131,242)",0,25,9
"5051","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,30,9
"5053","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",40,71,9
"5054","0","[670, Inf)","[-Inf,700)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",280,285,9
"5055","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",42,50,9
"5056","0","[600,670)","[-Inf,700)","[550,642)",350,"[1, Inf)","[347, Inf)","[299, Inf)",0,54,9
"5057","0","[600,670)","[750,820)","[650, Inf)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",18,103,9
"5059","0","[600,670)","[-Inf,700)","[-Inf,550)",200,"[0.5,1)","[141,228)","[131,242)",0,25,9
"5060","0","[670, Inf)","[700,750)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",0,59,9
"5061","1","[-Inf,600)","[-Inf,700)","[-Inf,550)",300,"[1, Inf)","[228,347)","[299, Inf)",0,30,9
"5063","0","[600,670)","[-Inf,700)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",59,100,9
"5064","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",10,54,9
"5065","0","[670, Inf)","[750,820)","[550,642)",450,"[0.5,1)","[228,347)","[242,299)",0,25,9
"5067","1","[600,670)","[700,750)","[650, Inf)",400,"[0.5,1)","[347, Inf)","[242,299)",0,75,9
"5068","1","[600,670)","[-Inf,700)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",26,25,9
"5069","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[242,299)",0,25,9
"5070","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",11,25,9
"5072","0","[600,670)","[-Inf,700)","[642,650)",800,"[0.5,1)","[347, Inf)","[299, Inf)",89,50,9
"5073","0","[670, Inf)","[820, Inf)","[550,642)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",82,52,9
"5074","0","[600,670)","[-Inf,700)","[550,642)",350,"[1, Inf)","[228,347)","[299, Inf)",366,300,9
"5075","0","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[-Inf,141)","[131,242)",95,60,9
"5076","0","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[-Inf,141)","[131,242)",113,50,9
"5077","0","[670, Inf)","[750,820)","[642,650)",250,"[0,0.5)","[141,228)","[-Inf,131)",94,143,9
"5079","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,31,9
"5082","0","[600,670)","[700,750)","[-Inf,550)",325,"[0.5,1)","[228,347)","[242,299)",239,314,9
"5084","0","[600,670)","[820, Inf)","[550,642)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",61,99,9
"5088","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[141,228)","[242,299)",101,85,9
"5099","0","[600,670)","[700,750)","[650, Inf)",200,"[0.5,1)","[141,228)","[131,242)",0,40,9
"5101","0","[600,670)","[-Inf,700)","[642,650)",300,"[1, Inf)","[228,347)","[299, Inf)",24,30,9
"5104","0","[600,670)","[700,750)","[550,642)",250,"[0,0.5)","[228,347)","[-Inf,131)",0,180,9
"5105","1","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",10,27,9
"5108","0","[600,670)","[-Inf,700)","[-Inf,550)",400,"[1, Inf)","[347, Inf)","[299, Inf)",86,25,9
"5109","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0,0.5)","[141,228)","[-Inf,131)",0,167,9
"5110","1","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",33,90,9
"5113","1","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,40,9
"5115","0","[600,670)","[-Inf,700)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",39,25,9
"5118","0","[670, Inf)","[-Inf,700)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",52,100,9
"5120","1","[600,670)","[-Inf,700)","[-Inf,550)",700,"[0.5,1)","[347, Inf)","[299, Inf)",0,30,9
"5125","1","[600,670)","[-Inf,700)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",0,53,9
"5126","0","[600,670)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[131,242)",85,42,9
"5128","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",41,25,9
"5131","1","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",12,27,9
"5133","0","[600,670)","[-Inf,700)","[650, Inf)",350,"[0.5,1)","[141,228)","[299, Inf)",0,25,9
"5135","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",7,143,9
"5138","0","[600,670)","[-Inf,700)","[550,642)",300,"[1, Inf)","[141,228)","[299, Inf)",295,226,9
"5140","0","[600,670)","[-Inf,700)","[650, Inf)",400,"[0.5,1)","[228,347)","[299, Inf)",133,36,9
"5141","1","[600,670)","[-Inf,700)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",43,50,9
"5142","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",2,35,9
"5143","0","[670, Inf)","[750,820)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",22,50,9
"5144","0","[600,670)","[700,750)","[650, Inf)",325,"[0.5,1)","[347, Inf)","[299, Inf)",1,60,9
"5146","0","[600,670)","[700,750)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",0,30,9
"5147","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,77,9
"5148","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",52,45,9
"5149","0","[670, Inf)","[820, Inf)","[-Inf,550)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,9
"5151","0","[600,670)","[-Inf,700)","[-Inf,550)",450,"[0.5,1)","[347, Inf)","[299, Inf)",27,25,9
"5153","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",87,25,9
"5154","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[131,242)",157,246,9
"5158","0","[600,670)","[-Inf,700)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",61,100,9
"5159","0","[670, Inf)","[700,750)","[650, Inf)",450,"[0.5,1)","[228,347)","[242,299)",0,25,9
"5160","0","[600,670)","[-Inf,700)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",16,40,9
"5163","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0.5,1)","[-Inf,141)","[131,242)",165,162,8
"5165","0","[600,670)","[-Inf,700)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",23,25,8
"5168","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,82,8
"5170","1","[600,670)","[-Inf,700)","[550,642)",350,"[0.5,1)","[141,228)","[131,242)",48,40,8
"5171","1","[-Inf,600)","[-Inf,700)","[550,642)",400,"[1, Inf)","[347, Inf)","[299, Inf)",0,50,8
"5173","0","[600,670)","[-Inf,700)","[650, Inf)",325,"[1, Inf)","[228,347)","[299, Inf)",34,25,8
"5179","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",11,29,8
"5180","0","[600,670)","[700,750)","[550,642)",250,"[0,0.5)","[228,347)","[-Inf,131)",118,300,8
"5181","0","[600,670)","[700,750)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,60,8
"5182","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",60,50,8
"5183","0","[600,670)","[-Inf,700)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",13,30,8
"5184","0","[670, Inf)","[750,820)","[650, Inf)",325,"[0.5,1)","[141,228)","[242,299)",257,178,8
"5185","0","[670, Inf)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[131,242)",5,100,8
"5186","0","[600,670)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,30,8
"5187","0","[600,670)","[820, Inf)","[650, Inf)",250,"[0.5,1)","[141,228)","[242,299)",58,25,8
"5188","0","[600,670)","[700,750)","[550,642)",400,"[0.5,1)","[141,228)","[299, Inf)",186,25,8
"5189","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0,0.5)","[141,228)","[131,242)",0,40,8
"5190","0","[670, Inf)","[-Inf,700)","[550,642)",450,"[0,0.5)","[141,228)","[-Inf,131)",243,400,8
"5191","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[228,347)","[-Inf,131)",0,150,8
"5194","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",94,111,8
"5195","1","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[141,228)","[-Inf,131)",111,119,8
"5196","0","[600,670)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",72,30,8
"5199","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",17,40,8
"5202","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",21,30,8
"5203","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[-Inf,141)","[242,299)",266,127,8
"5204","1","[600,670)","[-Inf,700)","[-Inf,550)",300,"[0.5,1)","[228,347)","[131,242)",0,161,8
"5205","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[0,0.5)","[347, Inf)","[-Inf,131)",0,431,8
"5206","0","[600,670)","[750,820)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,126,8
"5207","0","[600,670)","[-Inf,700)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",24,40,8
"5208","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[-Inf,141)","[131,242)",197,11,8
"5210","0","[600,670)","[-Inf,700)","[-Inf,550)",300,"[0.5,1)","[228,347)","[131,242)",62,75,8
"5214","0","[670, Inf)","[-Inf,700)","[-Inf,550)",300,"[0.5,1)","[228,347)","[131,242)",16,75,8
"5215","0","[600,670)","[-Inf,700)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,8
